Hotel Name,Correlation (Winter),Correlation (Spring),Correlation (Summer),Correlation (Autumn),Correlation
Best Western Plus Independence Inn & Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Independence Inn Suites,-0.9999999999999999,Data not enough,0.9999999999999999,Data not enough,Not enough data
Best Western Plus Inn At The Vines,-0.19534987352756777,0.1084957875265233,0.024411423292541926,0.03844034330634002,-0.013995618718229444
Best Western Plus Inn at Valley View,0.05319099815414602,-0.3684456235627744,Data not enough,0.30897627973090624,Not enough data
Best Western Plus Inntowner Madison,0.9999999999999999,-0.9999999999999999,Data not enough,Data not enough,Not enough data
Best Western Plus Kelly Inn Suites,-0.36273306419451334,Data not enough,Data not enough,0.36273306419451334,Not enough data
Best Western Plus Kingston Hotel and Conference Center,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Lacey Inn & Suites,0.14381400572207395,-0.6579508952582191,0.210978146741431,0.3015409108367476,0.14381400572207395
Best Western Plus Lacey Inn Suites,-0.2077530745586442,0.20775307455864417,Data not enough,Data not enough,Not enough data
Best Western Plus Lake County Inn & Suites,Data not enough,Data not enough,0.48999582444159034,-0.48999582444159034,-0.9629175011544469
Best Western Plus Lake Elsinore Inn & Suites,Data not enough,1.0,-1.0,Data not enough,1.0
Best Western Plus Lake Front Hotel,0.2882056403584593,-0.4633982839312835,0.08538575700293878,0.2235255723083807,Not enough data
Best Western Plus Lincoln Inn & Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Lockport Hotel,Data not enough,0.6986262309631883,0.048778846078613505,-0.8140855380053179,Not enough data
Best Western Plus Main Street Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Mid Nebraska Inn & Suites,Data not enough,-0.6991844728330279,Data not enough,0.6991844728330279,Not enough data
Best Western Plus Mid Nebraska Inn Suites,Data not enough,0.3268882909820031,0.5308941915502043,-0.9770982293346999,Not enough data
Best Western Plus Midwest Inn & Suites,0.4831209182011841,Data not enough,-0.4831209182011841,Data not enough,Not enough data
Best Western Plus Midwest Inn Suites,Data not enough,-0.5205174077960238,0.3959686419978575,0.1974822680955189,Not enough data
Best Western Plus Murray Hill Hotel & Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Nashville Airport Hotel,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Newark/christiana Inn,-0.16070649854881422,0.6500842626712053,-0.5899461495495055,Data not enough,Not enough data
Best Western Plus North Odessa Inn Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Pavilions,0.09471345539462778,-0.09574418938506327,-0.17289655489912922,0.2787331851019808,0.20203807224727974
Best Western Plus Peoria,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Rama Inn,-0.998347695609129,0.29001913364758175,0.47069177608602325,Data not enough,Not enough data
Best Western Plus Rama Inn Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Raton Hotel,0.16754311309592543,0.014693708619137448,-0.26477451104484234,0.1687564400064069,0.08463412843205712
Best Western Plus Redondo Beach Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Richmond Inn & Suites-Baton Rouge,0.3230035936993028,-0.6850891310086324,Data not enough,0.25779554025438023,0.25682113352543595
Best Western Plus River Escape Inn Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Rivershore Hotel,Data not enough,0.396254491948268,-0.396254491948268,Data not enough,Not enough data
Best Western Plus Ruidoso Inn,0.9999999999999999,Data not enough,-0.9999999999999999,Data not enough,Not enough data
Best Western Plus Salinas Valley Inn & Suites,Data not enough,0.3228637460460501,Data not enough,-0.32286374604605017,Not enough data
Best Western Plus San Marcos Inn,Data not enough,-0.9995924075915317,0.9995924075915317,Data not enough,Not enough data
Best Western Plus Sikeston,0.3471059298540382,Data not enough,-0.3471059298540382,Data not enough,Not enough data
Best Western Plus Skagit Valley Inn and Convention Center,0.190830432826565,-0.22953733438369422,Data not enough,0.11521934635169388,0.190830432826565
Best Western Plus South Coast Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Southpark Inn & Suites,Data not enough,0.40197061057792677,Data not enough,-0.40197061057792666,Not enough data
Best Western Plus Springfield Airport Inn,Data not enough,-0.739673026842113,Data not enough,0.739673026842113,Not enough data
Best Western Plus St Charles Inn,-0.13568073503702016,0.13361316352156258,0.0012621869852821562,-0.02204266916560518,-0.04667580852562247
Best Western Plus Stevens County Inn,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Stevenson Manor,Data not enough,0.1660748606928231,-0.16607486069282312,Data not enough,-0.770961606821895
Best Western Plus Suites-Greenville,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus Swiss Chalet Hotel Suites,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus The Inn Suites at Muskogee,Data not enough,Data not enough,Data not enough,Data not enough,Not enough data
Best Western Plus The Inn at King of Prussia,0.38124052419392257,0.06870804915261508,-0.5966680193667581,-0.006369804163452441,-0.5966680193667581
