Unnamed: 0,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Total Reviews,Average Rating
1025,Holiday Inn Express Suites Deming Mimbres Valley,NM,88030,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Beach Hotel,  Business Hotel,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,3,5
1026,Holiday Inn Express Suites Denver Sw-Littleton,CO,80127,"Hotel and Meeting Room,  Hotel & Motel,  Hotel,  Meeting Room",Accommodation & Food Services,0,1,4
1027,Holiday Inn Express Suites Fort Worth Downtown,TX,76102,"Hotel & Motel Reservations,  Accommodation Reservations,  Accommodations & Lodging,  Tourist Hotel,  Budget Hotel,   Conference Room,  Family-Friendly Hotel,  Business Hotel,  Beach Hotel,  Resorts,  Lodging,  Motel,   and Meeting Room Downtown Fort Worth,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,5
1028,Holiday Inn Express Suites Northwood,IA,50459,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,4
1029,Holiday Inn Express Tulsa-Woodland Hills,OK,74133,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,0,1,5
1030,Holiday Inn Express Washington Dc Sw - Springfield,VA,22150,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,0,1,3
1031,Holiday Inn Express White House,TN,37188,"Hotel and Meeting Room,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
1032,Holiday Inn Express Wilkes-barre/scranton (airport),PA,18641,"Travel agencies and bureaus,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,4,4
1033,Holiday Inn Express Windsor Sonoma Wine Country,CA,95492,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Beach Hotel,  Resorts,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,3
1034,Holiday Inn Express and Suites,NM,87401,"Tourist Hotel,  Family-Friendly Hotel,  Banquet Halls & Reception Facilities,  Lodging,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,1,4
1035,"Holiday Inn Express and Suites Exmore, Eastern Shore",VA,23350,"Hotel & Motel,  Hotel,  Wedding Sites,  Meeting Facilities",Accommodation & Food Services,1,6,4
1036,Holiday Inn Ft. Lauderdale-Airport,FL,33020,"Meeting Room,  Conference Room,  Hotel",Accommodation & Food Services,1,8,4
1037,Holiday Inn Hotel & Suites Tampa North-busch Gardens Area,FL,33612,"Meeting Room,  Hotel & Motel,  Hotel,  Conference Room",Accommodation & Food Services,1,3,3
1038,Holiday Inn North Phoenix,AZ,85029-3304,"Accommodation Reservations,  Tourist Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Lodging,  Luxury Hotel,  Hotel & Motel,  Meeting Room,  Conference Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,32,3
1039,Holiday Inn Resort Fort Walton Beach,FL,32548,"Karaoke,  Restaurants,  Resorts,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,4
1040,Holiday Inn Sarasota-Airport,FL,34243,"Tourist Hotel,  Cottages,  Budget Hotel,   Conference Room,  Beach Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Lodging,  Luxury Hotel,  Hotel & Motel,  Meeting Room,  Conference Room,   and Meeting Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,2,3
1041,Holiday Inn Savannah Historic District,GA,31401,"Hotel & Motel reservations,  Tourist Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Luxury Hotel,  Lodging,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,3,3
1042,Holiday Inn Secaucus Meadowlands,NJ,7094,"Tourist Hotel,  Budget Hotel,  Beach Hotel,  Business Hotel,  Family-friendly Hotel,  Resorts,  Luxury Hotel,  Lodging,  Hotel & Motel,  Meeting Room,  Conference Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,4,5
1043,Holliday inn Folly Beach,SC,29439,"Hotel & Motel,  Hotel,  travel",Accommodation & Food Services,1,1,4
1044,Hollywood Inn Express South,CA,90026-5302,Hotel,Accommodation & Food Services,1,8,2
1045,Hollywood Motel,DE,19720,"Travel and Tourism,  Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1046,Home2 Suites By Hilton Gainesville,FL,32608,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,5
1047,Home2 Suites By Hilton Greenville Airport,SC,29615,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,5
1048,"Home2 Suites By Hilton Philadelphia-Convention Center, Pa",PA,19107,"Accommodations & Lodging,  Banquet Facilities,  Lodging,  Hotel & Motel,  Hotel","Healthcare & Social Assistance,Accommodation & Food Services",1,18,4
1049,Home2 Suites by Hilton Albuquerque/Downtown-University,NM,87102,"Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,5,4
1050,Home2 Suites by Hilton Austin North/Near the Domain,TX,78758,"Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,4,4
1051,Home2 Suites by Hilton Baltimore Downtown,MD,21202,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
1052,Home2 Suites by Hilton Buffalo Airport/Galleria Mall,NY,14225,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,4
1053,Home2 Suites by Hilton Canton,OH,44709,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,2,5
1054,Home2 Suites by Hilton Clarksville/Ft. Campbell,TN,37040,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1055,Home2 Suites by Hilton Edmond,OK,73034,"Conference Centers,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
1056,"Home2 Suites by Hilton Erie, PA",PA,16509,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,7,4
1057,Home2 Suites by Hilton Florence Cincinnati Airport South,KY,41042,"Lodging,  Hotel",Accommodation & Food Services,1,1,5
1058,Home2 Suites by Hilton Lexington University / Medical Center,KY,40503,"Lodging,  Hotel",Accommodation & Food Services,1,6,5
1059,Home2 Suites by Hilton St. Louis/ Forest Park,MO,63110,"Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
1060,Home2 Suites by Hilton Tallahassee State Capitol,FL,32301,"Lodging,  Hotel",Accommodation & Food Services,1,10,5
1061,Homewood Suites By Hilton Lancaster,CA,93536,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,1,5
1062,Homewood Suites By Hilton Raleigh-durham Ap/research Triangle,NC,27703,"Airports,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,4
1063,Homewood Suites by Hilton Austin Arboretum / NW,TX,78759,"Hotel & Motel,  Hotel,  Hotel & Motel reservations,  Hotel Stonelake Office Park",Accommodation & Food Services,1,8,5
1064,Homewood Suites by Hilton Baltimore,MD,21202,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,15,4
1065,Homewood Suites by Hilton Orlando-Nearest to Univ Studios,FL,32819,"Hotel & Motel,  Hotel,  Resorts",Accommodation & Food Services,1,1,5
1066,Homewood Suites by Hilton Virginia Beach/Norfolk Airport,VA,23462,Hotel,Accommodation & Food Services,1,24,5
1067,Honua Kai Resort Spa,HI,96761,"Hotel Pool,  Spa,  Hotel,  Resort",Accommodation & Food Services,1,99,4
1068,Hostelling International Truro,MA,2666,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,1,4
1069,Hotel 502,AZ,85013-2202,Hotel,Accommodation & Food Services,1,8,3
1070,Hotel Aiken,SC,29801,"Hostel,  Hotel & Motel reservations,  Restaurants,  Lounges,  Lodging,  Motel,  Hotel & Motel,  American restaurants,  Hotel",Accommodation & Food Services,1,6,3
1071,Hotel Damici Ristorante,CA,94515,"Italian,  Italian restaurants,  Restaurants,  Restaurant,  Hotel",Accommodation & Food Services,1,1,4
1072,Hotel Del Flores,CA,90210,"Hotel & Motel reservations,  Hotel West Los Angeles,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,2,1
1073,Hotel Evernia,FL,33401,"Apartment Operators,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,2
1074,Hotel Galaxy,NV,89118,"Lodging,  Hotel",Accommodation & Food Services,1,1,3
1075,Hotel Indigo Pittsburgh East Liberty,PA,15206,"Boutique Hotel,  Tourist Hotel,  Family-Friendly Hotel,  Beach Hotel,  Business Hotel,  Resorts,  Luxury Hotel,  Lodging,  Hotel & Motel,  Meeting Room,  Conference Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,5
1076,Hotel La Jolla,CA,92037,Hotel,Accommodation & Food Services,1,4,4
1077,Hotel Laguna,CA,92651,"Hotel & Motel,  Boutique Hotel,  Hotel",Accommodation & Food Services,-0,2,3
1078,Hotel Lincoln,IL,60614,"Hotel & Motel reservations,  Restaurants,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,8,4
1079,Hotel Luxe,NY,11216,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,2
1080,Hotel Manor,PA,17769,"Lodging,  Restaurants,  Hotel",Accommodation & Food Services,1,1,5
1081,Hotel Maya - a DoubleTree by Hilton Hotel,CA,90802,Hotel,Accommodation & Food Services,1,25,4
1082,Hotel Nichols,MI,49090,"Motel,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,1,1,5
1083,Hotel Phillips,MO,64105,"Restaurants,  Hotel & Motel,  Hotel,  Caterers",Accommodation & Food Services,1,5,4
1084,Hotel Prince Spafford,NY,11209,Hotel,Accommodation & Food Services,-1,1,1
1085,Hotel Red,WI,53711,"Hotel & Motel reservations,  Restaurants,  Lodging,  Motel,  Hotel & Motel,  American restaurants,  Hotel",Accommodation & Food Services,1,12,4
1086,Hotel Renew,HI,96815,Hotel,Accommodation & Food Services,1,18,5
1087,Hotel Rose,OR,97204,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,3,4
1088,Hotel Royal,LA,70116,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
1089,Hotel Sausalito,CA,94965,"Bed Breakfasts,  Hotel & Motel reservations,  Bed & Breakfast & Inns,  Lodging,  Motel,  Hotel & Motel,  Hotel,  Corporate Lodging",Accommodation & Food Services,1,7,4
1090,Hotel St. Augustine,FL,33139,Hotel,Accommodation & Food Services,1,34,4
1091,Hotel Stebbins,WI,54201,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,2,5
1092,Hotel Storyville,LA,70116-1947,"New Orleans,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1093,Hotel Sutter,CA,95685,"Hotel & Motel reservations,  Restaurants,  Restaurant,  Hotel & Motel,  American restaurants,  Hotel",Accommodation & Food Services,1,4,4
1094,Hotel Warner,PA,19380,"Hotel & Motel reservations,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,5
1095,Hotel Zelos,CA,94103,"Spa,  Hotel,  Resort,  Meeting Room",Accommodation & Food Services,1,4,4
1096,Hotel Zetta San Francisco,CA,94103,Hotel,Accommodation & Food Services,1,63,4
1097,Howard Johnson Express Inn-beckley,WV,25801,"Hotel & Motel reservations,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,3
1098,Howard Johnson Express Inn/Airport,KY,40209,"Budget Hotel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,2
1099,Howard Johnson Marina at Monterey Bay,CA,93933,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,1,4
1100,Huddle Bay Motel Cottages,NY,12814,"Hotel & Motel,  Hotel,  Resorts,  Cottages",Accommodation & Food Services,1,1,4
1101,Hummingbird Inn,CA,93023,"Lodging,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,2,4
1102,Hurd La Rinconada Gallery Guest Homes,NM,88348,Hotel,Accommodation & Food Services,1,1,5
1103,Hyatt House Parsippany/Whippany,NJ,7981,Hotel,Accommodation & Food Services,1,2,5
1104,Hyatt House Pleasanton,CA,94588,"Hotel & Motel reservations,  Restaurants,  Lodging,  Hotel & Motel,  American restaurants,  Hotel",Accommodation & Food Services,1,3,5
1105,Hyatt House Seattle/Downtown,WA,98109-5093,"Hotel & Motel,  Hotel South Lake Union,  Hotel",Accommodation & Food Services,1,50,4
1106,Hyatt Place Atlanta Airport-South,GA,30337,Hotel,Accommodation & Food Services,1,30,4
1107,Hyatt Place Atlanta-East/Lithonia,GA,30038,Hotel,Accommodation & Food Services,1,6,4
1108,Hyatt Place Baltimore/Inner Harbor,MD,21202,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,54,4
1109,Hyatt Place Chantilly Dulles Airport South,VA,20151,"Restaurants,  Banquet facilities,  Hotel & Motel,  American restaurants,  Hotel",Accommodation & Food Services,-0,1,2
1110,Hyatt Place Charlotte Airport/lake Pointe,NC,28217,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
1111,Hyatt Place Charlottesville,VA,22901,"Hotel & Motel,  Hotel,  Alternative Fuels",Accommodation & Food Services,1,4,4
1112,Hyatt Place Dallas Plano,TX,75093,"Hotel,  Restaurants,  Hotel & Motel,  American restaurants,  Gym",Accommodation & Food Services,1,6,4
1113,Hyatt Place Dallas/Las Colinas,TX,75038,"Restaurants,  Hotel & Motel,  Hotel,  American restaurants",Accommodation & Food Services,1,9,4
1114,Hyatt Place Houston/Sugar Land,TX,77478,"Hotel & Motel reservations,  Restaurants,  Hotel & Motel,  E-Commerce,  American restaurants,  Hotel",Accommodation & Food Services,1,1,5
1115,Hyatt Place Milford,CT,6460,"Restaurants,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,6,4
1116,Hyatt Place Pittsburgh North Shore,PA,15212,"Hotel & Motel reservations,  Restaurants,  Lodging,  Meeting and Event Planning Services,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,4
1117,Hyatt Place San Antonio-Northwest/Medical Center,TX,78230,Hotel,Accommodation & Food Services,1,9,4
1118,Hyatt Place West Palm Beach/Downtown,FL,33401,"Restaurants,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,10,5
1119,Hyatt Regency Grand Cypress,FL,32836," and Parking,  Hotel,  Tourist Hotel,  Budget Hotel,  Business Hotel,  Resort,  Family-friendly Hotel,  Café,  Lodging,  Hotel & Motel,   Cemetery,  Caf,  Weekend Getaway Hotel",Accommodation & Food Services,1,21,4
1120,Hyatt Regency Monterey Hotel and Spa on Del Monte Golf Course,CA,93940,"Tourist Hotel,  Budget Hotel,  Spa,  Business Hotel,  Motel Hotel Consultants,  Family-friendly Hotel,  Resorts,  Motel & Hotel Consultants,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,4
1121,Hyatt Regency Orlando International Airport,FL,32827-4347,"Hotel Orlando International Airport,  Tourist Hotel,  Budget Hotel,  Hotel Pool Orlando International Airport,  Airport Consultants,  Family-friendly Hotel,  Business Hotel,  Lodging,  Luxury Hotel,  Restaurant,  Hotel & Motel,  Bars Clubs,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,0,1,5
1122,Hyatt Regency Sacramento,CA,95814,"Tourist Hotel,  Budget Hotel,  Family-Friendly Hotel,  Business Hotel,  Motel & Hotel Consultants,  Lodging,  Luxury Hotel,  Hotel & Motel,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,1,5
1123,Hyatt Regency-valencia,CA,91355,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,9,4
1124,Imperial Waters,ME,4064,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,5
1125,Indian Lodge,TX,79734,"Parks,  Restaurants,  Hotel,  Resorts",Accommodation & Food Services,1,1,4
1126,Indian Trail Motel,WI,53965,"Budget Hotel,  Resorts,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,2,5
1127,Indianhead Motel,MI,49938,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,1,4,4
1128,Indigo Inn,SC,29401,"Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,7,4
1129,Inn At Cross Keys Station,OR,97741,"Bed & Breakfast & Inns,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,5,4
1130,Inn At San Luis Obispo,CA,93401,"Hotel & Motel reservations,  Budget Hotel,  Business Hotel,  Resorts,  Family-friendly Hotel,  Hotel & Motel mgmt.,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,4,4
1131,Inn At The 5th,OR,97401,"Hotel & Motel,  Hotel",Accommodation & Food Services,1,6,5
1132,Inn At Turning Stone Casino,NY,13478,"Lodging,  Hotel & Motel,  Casino,  Hotel",Accommodation & Food Services,0,1,4
1133,Inn Der Bach Resort,CA,92314-9210,"Lodging,  Hotel,  Resorts",Accommodation & Food Services,-1,3,1
1134,Inn Of Knoxville,TN,37917,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,0,2,1
1135,Inn On The Bayou,LA,70601,"Budget Hotel,  Motel,  Lodging,  Hotel & Motel,  Bed and Breakfast and Inns,  Hotel",Accommodation & Food Services,-0,1,4
1136,Inn at El Gaucho,WA,98121-1302,"Hotel,  Tourist Hotel,  Business Hotel,  Lodging,  Motel,  Hotel & Motel,  Boutique Hotel,  Corporate Lodging",Accommodation & Food Services,1,3,5
1137,Inn at Middletown,CT,6457,"Bed Breakfasts,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,5
1138,Inn by the Lake,CA,96150,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,28,4
1139,Innkeeper Danville West,VA,24541,"Travel and Tourism,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1140,InterContinental San Francisco,CA,94103,"Tourist Hotel,  Budget Hotel,  Spa,  Beach Hotel,  Business Hotel,  Motel Hotel Consultants,  Resort,  Resorts,  Family-friendly Hotel,  Motel & Hotel Consultants,  Lodging,  Luxury Hotel,  Restaurant,  Hotel & Motel,  Conference Room,  Hotel,  Weekend Getaway Hotel",Accommodation & Food Services,1,30,5
1141,Island Country Inn,WA,98110,"Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,3,2
1142,Island Time Inn,FL,34217,"Resorts,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1143,Island View Motel,ME,4064,"Hotel & Motel,  Hotel,  B&bs / Inns",Accommodation & Food Services,1,1,4
1144,Jack Huff's,TN,37738,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,1,5
1145,Jameson Inn - Perry,GA,31069,"Lodging,  Hotel",Accommodation & Food Services,1,1,4
1146,Japan House Suites,ID,83814,"Lodging,  Hotel,  Motel",Accommodation & Food Services,1,1,4
1147,Jayhawk Motel,FL,33603,"Motel,  Hotel & Motel,  Lodging,  Hotel",Accommodation & Food Services,1,2,3
1148,Jen's Motel,VT,5736,"Hotel & Motel,  Motel,  Lodging,  Hotel",Accommodation & Food Services,-0,1,1
1149,"Jensen's ""On the Gulf""",FL,33924,"Hotel & Motel,  Hotel,  Resorts,  Travel & Transport",Accommodation & Food Services,1,3,5
1150,Kafka's Resort,WI,54501,"Lodging,  Hotel & Motel,  Hotel,  Resorts",Accommodation & Food Services,1,1,4
1151,Kalispell Grand Hotel,MT,59901,"Lodging,  Hotel & Motel,  Hotel,  Motel",Accommodation & Food Services,1,1,4
1152,Kangaroo Lake Resort,WI,54202,"Resorts,  Motel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,1,1,5
1153,Kelleys Island Venture Resort,OH,43438,"Hotel & Motel,  Hotel,  Resort,  Resorts",Accommodation & Food Services,1,1,4
1154,Kimberling Oaks Resort,MO,65686,"Cabins,  Resorts,  Lodging,  Motel,  Hotel & Motel,  Hotel",Accommodation & Food Services,-0,1,5
1155,King Charles Inn,SC,29401,"Restaurants,  Hotel & Motel,  Hotel,  Hotel & Motel reservations",Accommodation & Food Services,1,25,5
1156,King George Hotel,CA,94102,"Tourist Hotel,  Budget Hotel,  Business Hotel,  Family-friendly Hotel,  Lodging,  Hotel & Motel,  Hotel",Accommodation & Food Services,-1,1,3
